year,rating,num_reviews,body,acidity,price
1995,4.3,45,4,3,55
2019,4.3,45,3,3,21.5
2017,4.3,44,3,3,106.92
2014,4.3,44,5,3,37.065126
2017,4.3,44,5,3,38.5
2016,4.3,44,,,69.95
2016,4.3,44,4,3,43.5
2017,4.3,44,4,3,36.5
1998,4.3,43,4,3,213.5
2018,4.3,43,3,3,21.89
2016,4.3,42,4,3,21.9
2017,4.3,42,5,3,33
2017,4.3,42,3,3,38
2020,4.3,42,,,24.77
2017,4.3,42,4,2,17.75
2018,4.3,41,,,40.9
2005,4.3,40,4,3,52.5
2016,4.3,40,4,3,48.91
2018,4.3,40,,,27.1
2016,4.3,40,4,3,58.25
,4.3,40,4,3,24.9
2016,4.3,40,5,3,67.95
,4.3,40,4,3,74.9
2018,4.3,39,,,25.95
2018,4.3,39,4,3,119
2019,4.3,38,,,13.5
2010,4.3,38,3,3,51.45
2005,4.3,38,4,3,56.27
2016,4.3,38,3,3,11.65
2012,4.3,38,5,3,32.9
2018,4.3,38,5,3,197
2019,4.3,38,5,3,14.71
2018,4.3,38,,,16.45
2009,4.3,38,4,3,53.55
2016,4.3,38,4,3,18.9
2015,4.3,38,,,53.3
2015,4.3,37,5,3,31.9
2012,4.3,37,4,3,55.5
2016,4.3,37,4,3,40.75
2017,4.3,37,4,3,22.9
2010,4.3,37,5,3,76.87
2014,4.3,37,5,3,79.98
2005,4.3,37,5,3,35
2019,4.3,37,,,21.65
2012,4.3,36,4,3,20.95
2013,4.3,36,5,3,243.8
2016,4.3,36,4,2,80
2000,4.3,36,4,3,60.4
2016,4.3,35,4,2,65.9
2014,4.3,35,4,3,10.2
2018,4.3,35,,,26.75
2014,4.3,35,4,3,47.95
2017,4.3,35,,,18.58
2016,4.3,35,5,3,27.7
2018,4.3,35,5,3,11.94
1985,4.3,35,4,3,45
2021,4.3,35,3,3,13.45
2017,4.3,35,4,3,180
2005,4.3,34,4,3,29
2020,4.3,34,,,15.9
1994,4.3,34,4,3,65
2013,4.3,34,2,3,21.6
2014,4.3,34,5,3,46.5
2015,4.3,34,4,3,37.9
2017,4.3,35,4,3,35.5
2018,4.3,34,5,3,27.9
2011,4.3,33,,,110.47
2017,4.3,33,4,3,32.46
2015,4.3,33,4,3,15.56
2020,4.3,33,,,23.7
2017,4.3,32,,,18.5
2018,4.3,32,4,3,36.85
2017,4.3,32,3,3,23.9
2014,4.3,32,5,3,38
2017,4.3,33,5,3,101.01
2020,4.3,32,,,13.75
2017,4.3,31,4,3,29.38
2018,4.3,31,3,3,44.9
2018,4.3,31,3,3,12
2015,4.3,31,,,38.5
2017,4.3,31,,,28.35
2018,4.3,31,4,3,65.22
2021,4.3,32,3,3,6.26
2017,4.3,31,4,3,40.55
2020,4.3,31,,,31.9
2017,4.3,30,4,3,26.1
2017,4.3,30,4,3,73.95
2018,4.3,30,5,3,48.9
2020,4.3,30,,,11.99
2015,4.3,30,,,44.8
2002,4.3,29,2,3,76.17
1970,4.3,29,4,3,120
2016,4.3,29,4,3,39.5
2018,4.3,29,3,3,19.03
1959,4.3,29,4,3,230
1996,4.3,29,4,3,110
1964,4.3,29,4,3,310
2011,4.3,29,4,3,28.75501021
,4.3,29,4,3,39.9
,4.3,29,4,3,34.65
2011,4.3,29,4,3,211.92
2018,4.3,28,4,3,43.9
2016,4.3,28,4,3,25.9
2018,4.3,28,5,3,35
1968,4.3,28,4,3,160
2016,4.3,28,5,3,32
2017,4.3,28,4,3,74.9
2016,4.3,28,4,3,30
2018,4.3,28,,,49
2016,4.3,28,5,3,39.55
,4.3,28,4,3,45
,4.3,27,4,3,47.7
2018,4.3,27,4,3,14.9
2016,4.3,27,4,3,46.45
2017,4.3,27,4,3,15.45
2011,4.3,27,4,3,31.75
2002,4.3,27,4,3,110
2020,4.3,27,,,29.75
2020,4.3,27,,,29.75
2016,4.3,27,2,3,18.5
2016,4.3,26,5,3,19.8563175
2017,4.3,26,4,3,23.1
2018,4.3,26,5,3,97.07
2019,4.3,26,5,3,8.57
2016,4.3,26,5,3,67.95
2018,4.3,26,,,17.74
2020,4.3,26,4,3,37.9
2012,4.3,26,4,3,68
2019,4.3,26,4,3,39.89
2018,4.3,25,5,3,68.9
2016,4.3,25,4,3,35
2015,4.3,25,4,3,32.5
2020,4.3,25,3,3,16.9
2019,4.3,25,4,3,23.6
2018,4.3,25,4,3,46.95
2015,4.3,25,5,3,36.9
2000,4.3,25,4,3,48.81
2020,4.3,25,4,3,33.5
2017,4.3,25,,,56.95
2020,4.3,25,5,3,8.9
,4.2,32624,4,3,4.99
2016,4.2,16505,4,3,15.9
2007,4.2,9098,4,3,23.7
2016,4.2,8318,4,3,23
2018,4.2,7825,5,3,19.5
2017,4.2,7294,5,3,21.2
2012,4.2,6567,5,3,27
2008,4.2,6532,4,3,33
2012,4.2,6256,4,3,16.14
2016,4.2,6163,5,3,37.95
2015,4.2,5802,4,3,17.02
2014,4.2,5178,4,3,49.85
2019,4.2,4610,3,3,14.95
2016,4.2,4127,5,3,9.76
2016,4.2,4091,5,3,19.16
2016,4.2,3825,4,3,15.8
2015,4.2,3788,4,3,19.83333333
2016,4.2,3725,5,3,21
2020,4.2,3648,3,3,12.29
2017,4.2,3545,5,3,23.75
2012,4.2,3453,4,3,15.83
2017,4.2,3354,5,3,15.45
2016,4.2,3225,4,3,24.85
2017,4.2,3224,5,3,20.95
2007,4.2,3101,4,3,28.43
2008,4.2,2901,4,3,22.58
2011,4.2,2820,4,3,58.26
2007,4.2,2820,4,3,20.95
2010,4.2,2788,4,3,48.4
2019,4.2,2685,,,19.7
2016,4.2,2676,4,3,24.75
2015,4.2,2478,4,3,55.47
2012,4.2,2375,4,3,28.4
2014,4.2,2364,4,3,27.6
2015,4.2,2271,4,3,24.76
2018,4.2,2234,4,3,24.6
2017,4.2,2135,4,3,22.5
1994,4.2,2074,4,3,124.5
2017,4.2,2050,5,3,19.99
2017,4.2,2022,4,3,11.8
2018,4.2,1981,5,3,23.74
2013,4.2,1931,4,3,30.35
2012,4.2,1921,5,3,38.84
2013,4.2,1768,4,3,21.5
2015,4.2,1688,5,3,29.95
2010,4.2,1686,4,3,59
2006,4.2,1665,5,3,98.9
2014,4.2,1645,4,3,59.9
2014,4.2,1627,5,3,19.94
2009,4.2,1611,4,3,23.52
2016,4.2,1573,5,3,33.37333333
2019,4.2,1355,5,3,34.5
2018,4.2,1343,5,3,21.6
2015,4.2,1341,4,3,11.2
2014,4.2,1337,4,3,32.0010771
2011,4.2,1319,4,3,39.5
2015,4.2,1308,5,3,33.59
2015,4.2,1301,3,3,29.15
2014,4.2,1267,5,3,28.75
2017,4.2,1209,5,3,16.88
2019,4.2,1164,,,9.95
2016,4.2,1159,5,3,25.71
,4.2,1155,5,1,18.87
2015,4.2,1125,4,3,17.04
2015,4.2,1095,5,3,18.9
2017,4.2,1093,5,3,55.75
2014,4.2,1086,5,3,37.9
2014,4.2,1078,5,3,39
2018,4.2,1070,5,3,16.49
,4.2,1058,,,11.9
2019,4.2,1048,4,3,11.66
2005,4.2,1043,3,3,26.9
2015,4.2,1040,5,3,22.95
2014,4.2,1030,5,3,31.95
,4.2,1016,4,3,77.22
2017,4.2,1016,4,3,85.9
2017,4.2,1008,4,3,20.99
2013,4.2,998,5,3,51.19
2016,4.2,970,4,3,32.25
2017,4.2,969,4,3,39
2016,4.2,964,4,3,56.26
2011,4.2,918,5,3,23.4
2017,4.2,918,4,3,11.35
2013,4.2,915,5,3,37.5
2010,4.2,900,4,3,40.76
2019,4.2,897,4,3,21.9
2000,4.2,883,4,3,161
2013,4.2,879,4,3,34.41
2019,4.2,876,5,3,16.95
2015,4.2,865,4,3,52.5
2014,4.2,855,5,3,19.53
2012,4.2,852,5,3,30
2020,4.2,842,,,5.5
2014,4.2,840,4,3,35.63
2017,4.2,834,4,3,25.5
2015,4.2,832,4,3,19.38
2017,4.2,811,4,3,20.9
2019,4.2,806,5,3,18.5
2015,4.2,778,4,3,23
2016,4.2,778,4,3,38.37
2017,4.2,777,4,3,25.5
2012,4.2,776,4,3,35
2015,4.2,769,3,3,30
2017,4.2,753,4,3,18.95
2017,4.2,745,5,3,8.95
2016,4.2,740,4,3,25.35
2018,4.2,733,5,3,18.5
2008,4.2,732,4,3,36
2009,4.2,731,4,3,85.8
2018,4.2,721,4,3,19.25
2007,4.2,707,4,3,37.5
2014,4.2,696,4,3,19.4
2020,4.2,692,,,11.2
2014,4.2,684,4,3,29.5
2017,4.2,682,5,3,15.95
2017,4.2,676,3,3,18.4
2014,4.2,671,4,3,59.95
2015,4.2,668,4,3,15.88
2012,4.2,668,5,3,26.95
2017,4.2,667,2,3,25
,4.2,666,4,3,32.16
2015,4.2,648,4,3,60
2014,4.2,647,4,3,55
2010,4.2,645,4,3,86.95
2015,4.2,633,4,3,20
2020,4.2,630,3,3,6.99
2012,4.2,628,5,3,29.93
2012,4.2,627,4,3,17.84
2014,4.2,624,4,3,34.5
2008,4.2,622,4,3,55
2017,4.2,612,4,3,21.85
2016,4.2,611,2,3,21.8
2014,4.2,600,4,3,20.5
2019,4.2,599,5,3,17.25
2015,4.2,592,5,3,35.09
2017,4.2,591,5,3,24.9
2011,4.2,587,4,3,20.45328781
2014,4.2,576,4,3,24.8
2017,4.2,570,4,3,16.767557
2017,4.2,559,4,3,17.7
2012,4.2,559,5,3,54
2018,4.2,558,4,3,16.2
2017,4.2,557,5,3,19.9
2017,4.2,555,4,3,25.35
2018,4.2,540,3,3,17.75
2018,4.2,528,5,3,18.9
2017,4.2,527,4,3,25.9
2017,4.2,520,5,3,18.25
2014,4.2,519,4,3,23.89
,4.2,519,4,3,36.9
2017,4.2,518,5,3,33.9
2015,4.2,514,4,3,14.6
2016,4.2,513,4,3,139.9
2017,4.2,505,4,3,20.9
2005,4.2,499,4,3,48
2011,4.2,490,4,3,39.5
2018,4.2,488,5,3,24.5
,4.2,487,4,3,33.5
2012,4.2,485,4,2,36.97
2018,4.2,483,5,3,26.3
2018,4.2,484,,,21.95
2018,4.2,481,5,3,21.5
2009,4.2,480,4,3,28.95
2015,4.2,473,4,3,126.2
2021,4.2,466,3,3,11.9
2008,4.2,459,3,3,37.9
2004,4.2,447,4,3,65
2009,4.2,442,5,3,21.65
2016,4.2,441,4,3,22.95
2021,4.2,439,3,3,14.8
2019,4.2,438,3,3,18.46
2017,4.2,436,5,3,16.45
2017,4.2,433,5,3,16.9
1964,4.2,432,,,49.95
2018,4.2,429,4,3,21.7
2016,4.2,424,4,3,13.95
2011,4.2,423,5,3,32
2017,4.2,421,3,3,29.15
2015,4.2,420,,,17.5
2017,4.2,420,,,18.9
2011,4.2,420,,,23.95
2012,4.2,420,,,28.3
2004,4.2,417,,,45
2018,4.2,415,,,17.9
2015,4.2,414,,,16.78
2018,4.2,410,,,13.58
2015,4.2,412,,,37.9
2011,4.2,410,,,51.35
2012,4.2,410,,,22.99
2020,4.2,407,,,11.95
,4.2,405,,,7.1
2014,4.2,404,,,77.36
2020,4.2,404,,,19.9
2011,4.2,402,,,28.53
2019,4.2,400,,,27.89
2016,4.2,398,,,48.96
2011,4.2,395,,,61.94
2016,4.2,392,,,19.98
2018,4.2,390,,,16.76
2017,4.2,390,,,24.45
2011,4.2,389,,,64.5
2016,4.2,388,,,31.63
2005,4.2,384,,,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
2015,4.2,420,4,3,17.5
2017,4.2,420,4,3,18.9
2011,4.2,420,4,3,23.95
2012,4.2,420,4,3,28.3
2004,4.2,417,4,3,45
2018,4.2,415,3,3,17.9
2015,4.2,414,3,3,16.78
2018,4.2,410,4,3,13.58
2015,4.2,412,5,3,37.9
2011,4.2,410,5,3,51.35
2012,4.2,410,4,3,22.99
2020,4.2,407,,,11.95
,4.2,405,4,3,7.1
2014,4.2,404,4,3,77.36
2020,4.2,404,,,19.9
2011,4.2,402,4,3,28.53
2019,4.2,400,5,3,27.89
2016,4.2,398,4,2,48.96
2011,4.2,395,4,3,61.94
2016,4.2,392,4,3,19.98
2018,4.2,390,4,3,16.76
2017,4.2,390,4,3,24.45
2011,4.2,389,5,3,64.5
2016,4.2,388,5,3,31.63
2005,4.2,384,4,3,73
