year,rating,num_reviews,body,acidity,price
2015,4.4,161,4,2,95.9
2015,4.4,160,5,3,75
,4.4,159,4,3,58.95
1994,4.4,159,4,3,125
2015,4.4,159,4,3,64
2012,4.4,158,4,3,78.9
2018,4.4,158,4,3,35.5
2018,4.4,155,4,2,42.35
2018,4.4,155,5,3,28.95
2007,4.4,154,4,2,495
2016,4.4,152,4,2,63.95
2012,4.4,151,4,3,99
2012,4.4,150,5,3,379
2017,4.4,149,5,3,56.95
2012,4.4,148,5,3,65.34
2019,4.4,147,5,1,22.35
2019,4.4,146,,,18.99
2016,4.4,145,4,3,79.95
2014,4.4,143,4,3,78.49
2014,4.4,142,4,3,49.9
2018,4.4,141,4,3,35.5
2014,4.4,141,3,3,34.9
2016,4.4,142,5,3,50.76
2018,4.4,136,4,3,29.95
2001,4.4,135,4,3,36.75
2019,4.4,134,,,37.6
2014,4.4,134,5,3,100
,4.4,134,4,3,25
,4.4,131,4,2,40
2018,4.4,130,3,3,52
2012,4.4,130,3,3,34.25
2017,4.4,128,3,3,35.4
2018,4.4,128,5,3,32.15
2017,4.4,127,4,3,62.75
2010,4.4,126,2,3,58.3
2016,4.4,123,4,3,58.9
2015,4.4,123,4,3,59
2016,4.4,122,3,3,42.95
2017,4.4,122,4,3,43.95
2010,4.4,122,5,3,41.9188925
2017,4.4,120,4,3,91.03
2018,4.4,119,5,3,25.1
2014,4.4,119,4,2,104
2010,4.4,117,4,2,295.3
,4.4,117,4,3,79.9
2015,4.4,116,5,3,71.95
2018,4.4,115,4,2,57.9
2011,4.4,114,5,3,465
2014,4.4,114,4,3,116
2014,4.4,113,4,3,158.88
2007,4.4,112,4,3,165.85
2013,4.4,112,4,2,101.01
2016,4.4,109,4,3,56.95
2019,4.4,109,5,3,48.69
2016,4.4,108,4,3,56
1996,4.4,106,4,3,217.2
2017,4.4,106,4,3,89.9
2016,4.4,106,5,3,48.9
1982,4.4,106,4,3,145
2019,4.4,105,4,3,54.5
2016,4.4,104,5,3,42
2009,4.4,102,2,3,59.75
2012,4.4,102,4,3,49.95
2012,4.4,101,4,3,36
2020,4.4,101,,,16.39
2015,4.4,100,4,3,95
2015,4.4,99,4,3,51.05
2018,4.4,99,5,3,52.9
2018,4.4,99,5,1,17.5
2020,4.4,99,,,33.8
1999,4.4,98,4,2,419.85
2016,4.4,98,4,3,33.03
2015,4.4,98,4,3,189
2017,4.4,98,4,3,39.22
2019,4.4,97,4,3,19.5
2014,4.4,97,5,3,44
2010,4.4,96,5,3,101.1
2017,4.4,95,3,3,36.95
1986,4.4,95,5,1,225
2003,4.4,95,4,3,77
2018,4.4,95,5,3,69
2004,4.4,94,4,3,90
2011,4.4,94,4,3,50
2010,4.4,92,4,3,125.97
,4.4,89,4,3,87.9
2017,4.4,90,,,63.46
2004,4.4,88,4,3,69
2016,4.4,88,4,3,64
2011,4.4,88,4,3,57.9
2014,4.4,86,4,2,143.51
2004,4.4,85,4,3,54.05
2017,4.4,85,4,3,102
1999,4.4,85,4,3,95
2016,4.4,85,,,37.65
2001,4.4,85,4,2,340
2018,4.4,83,5,3,28.9
2019,4.4,82,4,3,84.55
1959,4.4,80,4,3,940
2008,4.4,80,4,3,152.6
2018,4.4,80,5,3,32.45
2017,4.4,80,4,3,34.9
2018,4.4,79,5,3,35
2018,4.4,79,4,3,24.9
2016,4.4,78,5,3,53.9
2019,4.4,77,5,3,21.38
2016,4.4,77,4,2,385
2017,4.4,75,4,3,53.4
2015,4.4,75,5,3,14.65
2015,4.4,75,5,3,54.9
,4.4,74,4,3,62.02
2011,4.4,74,4,3,26.85
2011,4.4,74,4,3,126.5
1990,4.4,73,5,1,35.9
2017,4.4,73,4,3,64.35
2011,4.4,73,5,3,115.2
2018,4.4,72,,,17.95
1989,4.4,72,4,3,140
1991,4.4,72,4,3,167
2019,4.4,71,5,3,33.9
2017,4.4,71,4,3,45.95
2005,4.4,70,5,3,44
2018,4.4,70,4,2,31.94
2015,4.4,70,4,3,32.49
2012,4.4,70,3,3,36.75
2016,4.4,69,4,3,26.84
,4.4,69,4,3,36.9
2017,4.4,69,3,3,59.95
2007,4.4,69,4,3,241.4
2018,4.4,68,4,3,27.6
2019,4.4,68,3,3,37.98
2015,4.4,67,4,3,32.23
2016,4.4,67,4,3,123.76
2018,4.4,66,3,3,34.55
2016,4.4,66,4,2,155
2011,4.4,65,4,3,68
2017,4.4,65,5,3,59.9
2008,4.4,66,4,2,112
2018,4.4,65,4,3,14.18
2017,4.4,65,4,3,106
2016,4.4,64,4,3,105.8121097
2018,4.4,65,5,3,31.5
,4.4,64,4,3,42.12
2016,4.4,64,4,3,21.5
1999,4.4,64,4,3,75
2018,4.4,64,,,15.9
2013,4.4,63,4,3,53.9
2015,4.4,63,4,3,30.86
2010,4.4,63,4,3,235.95
2012,4.4,62,4,3,38.5
2017,4.4,61,4,3,56.75
2017,4.4,61,4,3,59.9
2014,4.4,60,5,3,122.667917
2016,4.4,60,2,3,34.56
2016,4.4,60,4,3,65.9
2011,4.4,59,2,3,59.75
2003,4.4,59,5,3,509.25
2013,4.4,59,4,3,158.88
2015,4.4,59,4,2,37.66
2018,4.4,59,,,62.7
2016,4.4,58,4,3,60.73
2017,4.4,58,,,27.25
2014,4.4,58,4,3,49.6
2010,4.4,57,2,3,43.5
1982,4.4,56,5,3,225
2015,4.4,56,5,3,89.97
2019,4.4,56,4,3,37.9
2019,4.4,56,4,3,18.9
2015,4.4,55,4,3,53.8
2015,4.4,55,5,3,55.25
2011,4.4,55,4,3,44.9
2017,4.4,55,5,3,32.9
2015,4.4,54,4,3,82.5
2015,4.4,54,2,3,33.78
2017,4.4,54,4,2,34.9
2016,4.4,53,4,3,367.39
2014,4.4,52,4,3,104.5
2014,4.4,52,5,3,74.55
2016,4.4,52,5,3,119
2016,4.4,51,5,3,31.9239297
2015,4.4,51,4,3,27.35
2017,4.4,51,4,3,33
1922,4.4,51,4,3,280
2014,4.4,50,4,3,140
2018,4.4,50,4,3,32
2015,4.4,50,3,3,91.5
2010,4.4,49,2,3,52.95
2015,4.4,49,4,3,35.15
2015,4.4,49,4,3,23
,4.4,48,4,3,37.9
2016,4.4,48,4,3,119.95
2017,4.4,47,4,3,42.9
2016,4.4,47,4,2,39.9
1995,4.4,46,4,3,50
2017,4.4,45,4,3,209.31
1968,4.4,45,5,1,165
1978,4.4,45,4,3,97
2020,4.4,44,3,3,26.5
2016,4.4,44,5,3,32.5
2014,4.4,44,3,3,194
2014,4.4,43,4,3,74.95
2018,4.4,43,5,3,28.9
2019,4.4,44,3,3,18.99
2018,4.4,43,4,3,19.95
2003,4.4,43,4,3,38.66
1994,4.4,43,4,3,180
2017,4.4,42,4,3,75.5
2019,4.4,43,2,3,7.89
2019,4.4,41,4,3,18
2019,4.4,41,3,3,17.9
2017,4.4,41,5,3,15.4438025
2017,4.4,41,4,3,33.55
2017,4.4,41,4,3,19.8
1982,4.4,41,4,3,145
,4.4,41,4,3,189.99
2015,4.4,40,5,3,59.9
2012,4.4,40,5,3,29.9
2016,4.4,39,4,3,33.8
2018,4.4,39,,,43.5
2016,4.4,39,5,3,39.9
2018,4.4,39,5,3,119.35
2015,4.4,38,5,3,60
2005,4.4,37,4,3,40
2010,4.4,37,4,3,34.75
2017,4.4,37,4,3,24
,4.4,38,4,3,59.9
1998,4.4,37,4,3,245.25
1973,4.4,37,5,1,109.76
2012,4.4,37,4,2,59.9
2012,4.4,37,4,3,130.5
2008,4.4,36,3,3,61.5
1994,4.4,36,5,1,33.23
2018,4.4,36,4,3,38.5
1996,4.4,36,4,3,38.12
,4.4,35,4,3,65
2017,4.4,35,5,3,41
2015,4.4,35,5,3,74.5
2019,4.4,35,,,45.39
2016,4.4,35,4,3,26
,4.4,35,4,3,39.75
2017,4.4,35,5,3,29.89
2014,4.4,34,4,3,38
2009,4.4,34,4,3,132.4
2009,4.4,34,4,3,69
2020,4.4,34,,,13.99
2017,4.4,34,,,24.5
2020,4.4,34,4,3,16.25
2017,4.4,34,3,3,39.95
1994,4.4,34,5,3,138
2013,4.4,33,4,3,35.4
2019,4.4,33,4,3,20.95
2018,4.4,33,4,3,39.99
2009,4.4,33,4,3,159.8
2017,4.4,33,3,3,139.63
2017,4.4,32,3,3,19.97
2015,4.4,32,4,3,75.8
2013,4.4,32,4,3,52.5
2018,4.4,32,4,3,20.95
2017,4.4,32,4,3,51.95
2015,4.4,32,,,43.44
2014,4.4,31,5,3,35.48
2014,4.4,31,4,3,28
2018,4.4,31,4,3,239.5
2019,4.4,31,4,3,60.61
2012,4.4,31,5,3,35.35
2009,4.4,30,2,3,89.9
2018,4.4,30,4,3,74.56
2007,4.4,30,4,3,33.4
2015,4.4,29,4,3,29.25
,4.4,28,4,3,15.84
1968,4.4,28,5,1,173
2012,4.4,28,4,3,34.5
2014,4.4,28,4,3,21.88
2015,4.4,28,4,3,27.9
2017,4.4,28,4,3,54.9
2015,4.4,28,4,3,31.99
2017,4.4,27,5,3,24.9
2016,4.4,27,4,3,11.5
2000,4.4,27,5,3,140
2018,4.4,27,,,15.5
2017,4.4,27,4,3,95
2005,4.4,27,4,2,40.2
2019,4.4,27,3,3,26.45
2020,4.4,27,5,3,7.9
2011,4.4,27,2,3,29.95
2015,4.4,26,5,3,59.9
2016,4.4,26,4,3,115.9
2016,4.4,26,3,3,33
1970,4.4,25,4,3,72
2015,4.4,25,5,3,13.95
2016,4.4,25,5,3,195.99
2015,4.4,25,5,3,46
2009,4.3,10273,4,3,24.38
2012,4.3,9092,4,3,20
2019,4.3,7401,,,6.95
2016,4.3,7293,4,3,17.48
2008,4.3,6521,4,3,37.9
2010,4.3,6345,5,3,79.75
2015,4.3,5152,4,3,24.95
2004,4.3,4994,4,3,29.9
2018,4.3,4767,5,3,29.13
2017,4.3,4457,5,3,33.9
2015,4.3,4266,4,3,28
2012,4.3,4023,,,25.8
2016,4.3,3997,,,37.86
2014,4.3,3829,,,34
2014,4.3,3660,,,33.64
2015,4.3,3620,,,36.35
2006,4.3,3608,,,35.5
2017,4.3,3587,,,66.75
2018,4.3,3524,,,19.01
2014,4.3,2990,,,75.9
2017,4.3,2936,,,38.05
2009,4.3,2923,,,40.4
2013,4.3,2911,,,63.33
2012,4.3,2844,,,26.9
2015,4.3,2783,,,34.95
2018,4.3,2705,,,24.5
2007,4.3,2575,,,93.5
2012,4.3,2453,,,99.9
2009,4.3,2423,,,35.09
2014,4.3,2341,,,36.8
2015,4.3,2295,,,80.35
2014,4.3,2241,,,46
2015,4.3,2241,,,50.41
2009,4.3,2062,,,150
2016,4.3,2013,,,33.95
2014,4.3,1924,,,48.63772268
2016,4.3,1914,5,3,27.29
2016,4.3,1884,5,3,65.9
2015,4.3,1846,5,3,33.66
2012,4.3,1824,5,3,190
2015,4.3,1797,4,3,55
2016,4.3,1749,5,3,26.9
2015,4.3,1743,5,3,36.9
2015,4.3,1645,5,3,25.95
2016,4.3,1638,5,3,34.5
2012,4.3,1615,4,3,47.9
2014,4.3,1544,5,3,36.94
1998,4.3,1528,4,3,75
2014,4.3,1525,4,3,24.9
2006,4.3,1493,4,3,58
2012,4.3,1471,4,3,32.55
2018,4.3,1465,5,3,26.9
,4.3,1452,4,3,63.34
2014,4.3,1367,4,3,37.9
2014,4.3,1362,5,3,46.95
2008,4.3,1330,4,3,39.22
2016,4.3,1282,4,3,18.5
,4.3,1247,4,3,74
2010,4.3,1230,4,3,35
2016,4.3,1230,5,3,26.7597646
2015,4.3,1230,3,3,32.7
2016,4.3,1181,3,3,49
2014,4.3,1178,5,3,38
2016,4.3,1119,5,3,33.59
2011,4.3,1118,4,3,94.95
2012,4.3,1116,4,3,36.91
2014,4.3,1114,4,3,30.67
2014,4.3,1067,4,3,86.15
,4.3,1057,5,1,32.9
2014,4.3,1022,4,3,17.07
2019,4.3,1011,5,3,19.45
2013,4.3,995,4,3,39.9
2016,4.3,930,5,3,28.65
2015,4.3,929,4,3,33.82
2012,4.3,916,4,3,67.95
2013,4.3,912,4,3,60.95
2011,4.3,901,4,3,35.01
2011,4.3,900,4,3,69.95
2018,4.3,885,3,3,28.18
2013,4.3,878,5,3,34.22
2014,4.3,835,4,3,49.75
2016,4.3,828,4,3,33.95
2014,4.3,818,4,3,21.5
2012,4.3,814,4,3,80
2014,4.3,811,4,3,36
2017,4.3,799,4,3,25.45
2010,4.3,783,4,3,17.16
2004,4.3,760,5,3,116.9
2009,4.3,760,4,3,39.5
2006,4.3,754,4,3,40
2012,4.3,749,4,3,39.78
2017,4.3,740,4,3,39.98
2014,4.3,728,4,3,69.9
2007,4.3,724,4,3,77.7
2009,4.3,723,4,3,95
2016,4.3,716,5,3,24.9
2018,4.3,693,5,3,25.9
2017,4.3,687,4,3,22.5
2014,4.3,685,4,3,50
2009,4.3,682,4,3,57.8
2016,4.3,676,4,3,21.24
2006,4.3,675,5,3,70
2019,4.3,674,4,3,15.75
2016,4.3,665,5,3,26
2016,4.3,663,4,3,25.82082549
2014,4.3,661,4,3,62.95
2017,4.3,658,4,3,17.15
2014,4.3,641,5,3,33.9
2011,4.3,613,4,3,80
2013,4.3,605,4,3,80
2018,4.3,603,4,3,16.9
2017,4.3,598,5,3,40.92
2008,4.3,592,4,3,95
,4.3,590,4,3,58.9
2011,4.3,582,3,3,30.887605
2019,4.3,577,5,3,67.5
2015,4.3,569,4,3,67.45
2016,4.3,567,5,3,16.5
2012,4.3,559,4,3,30.71
2017,4.3,556,5,3,25.25
2014,4.3,553,5,3,41.95
2012,4.3,535,5,3,38.3
2019,4.3,533,5,3,19.95
2014,4.3,530,5,3,59.87
2016,4.3,530,4,3,63.5
2017,4.3,527,4,3,46.88
2006,4.3,527,4,3,95
2017,4.3,522,4,3,99.9
2011,4.3,517,5,3,47.01
2016,4.3,511,5,3,15.9
2015,4.3,512,4,3,21.15
2011,4.3,501,4,3,49.9
2018,4.3,495,3,3,23.83
,4.3,481,5,1,40
2016,4.3,474,4,3,33
2015,4.3,474,4,2,67.82
2014,4.3,473,4,3,48.34
2005,4.3,468,4,3,99.9
2017,4.3,463,4,3,54.9
2005,4.3,461,4,3,116.05
2016,4.3,461,4,3,48.75
2000,4.3,456,5,3,98
1964,4.3,454,4,3,272
2015,4.3,453,4,3,40.45
2004,4.3,452,4,3,81.35
1970,4.3,449,4,3,206.91
2017,4.3,449,3,3,42
1998,4.3,445,4,3,34.9
2013,4.3,431,5,3,53.95
2008,4.3,429,4,3,56.76032023
2010,4.3,427,5,3,62.74
,4.3,424,,,10.89
2003,4.3,422,5,3,107
2016,4.3,422,3,3,32.33
2006,4.3,419,,,21.95
2016,4.3,419,5,3,28.85
1998,4.3,418,4,3,160
2016,4.3,411,5,3,26.9
2016,4.3,410,5,3,21.3
2013,4.3,405,4,3,42
2014,4.3,407,5,3,30.5
1989,4.3,404,4,3,160
2017,4.3,398,5,3,21.02
2018,4.3,397,4,3,22.8
2018,4.3,397,4,3,36.57
2009,4.3,384,4,3,85
2019,4.3,375,,,23.4
2005,4.3,375,4,3,110
2015,4.3,374,5,3,53.5
2017,4.3,371,4,3,35.95
2019,4.3,370,5,3,16.25
2011,4.3,370,5,3,498.614195
2010,4.3,368,4,3,25.95
2017,4.3,366,4,3,29.01321846
2012,4.3,364,4,3,40.5
2014,4.3,358,4,3,35.85
2011,4.3,355,5,3,38.4
2017,4.3,345,4,3,20.65
2016,4.3,345,5,3,39.53
2018,4.3,344,4,3,25.31
2018,4.3,344,4,3,53.95
2010,4.3,334,4,3,27
2016,4.3,327,,,36.95
2017,4.3,322,4,3,26.5
2017,4.3,317,5,3,27.9
2001,4.3,315,5,3,189.45
2010,4.3,312,,,90
2018,4.3,309,,,34.1
2017,4.3,301,,,35.51
2018,4.3,301,,,27.7
2015,4.3,299,,,75
1982,4.3,298,,,425
2018,4.3,298,,,35.51
2015,4.3,297,,,33.9
1994,4.3,296,,,65
2018,4.3,293,,,45
2018,4.3,292,,,84.9
2015,4.3,290,,,27.85
2018,4.3,287,,,30.99
2016,4.3,290,,,36.5
2017,4.3,284,,,25.9
2020,4.3,281,,,13.75
2006,4.3,279,,,53.35
2014,4.3,278,,,54.5
2014,4.3,275,,,90.15
2019,4.3,272,,,18.48
2007,4.3,272,,,92
2017,4.3,270,,,22.55
2016,4.3,264,,,17.95
2010,4.3,263,,,85
2019,4.3,260,,,26.9
2011,4.3,260,4,3,63.95
2015,4.3,258,4,3,12.9
2019,4.3,257,,,24.61
2009,4.3,251,5,3,107.74
2004,4.3,249,4,3,162.5
2018,4.3,247,5,3,33.6
2020,4.3,244,4,3,16.9
2013,4.3,242,4,3,84.9
2019,4.3,242,5,3,30.9
2017,4.3,241,,,21.8
2010,4.3,241,4,3,19.9
2017,4.3,239,4,3,24.36779265
2018,4.3,239,4,3,18.88
2017,4.3,239,4,3,30.3
2015,4.3,239,5,3,42.35
2014,4.3,237,4,3,64.5
2012,4.3,237,4,3,49.61
1995,4.3,234,4,3,145
2017,4.3,232,,,21.4
2018,4.3,232,4,3,21.5
2016,4.3,227,3,3,55
2018,4.3,228,4,3,27.9
2014,4.3,227,4,3,28.5
2011,4.3,223,5,3,25.65
2017,4.3,223,4,2,43.95
2017,4.3,222,4,3,60.45
2018,4.3,221,4,3,30.3
2015,4.3,220,4,3,62.5
2016,4.3,219,4,3,57.49
2010,4.3,218,4,3,127.2
1994,4.3,216,4,3,182
2018,4.3,215,5,3,34.25
2018,4.3,215,4,3,15.9
2017,4.3,213,3,3,37.35
2012,4.3,211,5,3,259
2015,4.3,211,4,3,20.5
2012,4.3,210,5,3,24
2007,4.3,209,4,3,80
2009,4.3,207,4,3,59.55
2016,4.3,205,4,3,50.67
2001,4.3,202,4,3,91
2000,4.3,202,4,3,88
2015,4.3,201,4,3,70.89
2016,4.3,200,5,3,59.9
2012,4.3,200,4,3,32.9
2016,4.3,198,4,3,21.4
2014,4.3,197,4,3,64
2011,4.3,197,4,3,47
2014,4.3,196,3,3,60.25
2018,4.3,195,4,3,15.9
2011,4.3,194,4,3,32
2013,4.3,193,4,2,62.5
2017,4.3,193,3,3,24.5
2006,4.3,192,4,3,110
2012,4.3,191,4,3,82
2010,4.3,191,4,3,55
2014,4.3,190,4,3,36.5
2014,4.3,190,,,123.82
2013,4.3,189,4,3,114.6
2001,4.3,189,4,2,130
2018,4.3,188,5,3,33.5
2010,4.3,187,5,3,62.8
2017,4.3,186,,,34.5
2014,4.3,184,5,3,92.24
2016,4.3,184,4,3,36.11130718
2015,4.3,184,4,3,56.92
2012,4.3,178,4,3,117.3
2013,4.3,177,4,3,41.9
2017,4.3,176,5,3,32.9
2016,4.3,175,4,3,23.5
2009,4.3,175,5,3,48.5
2017,4.3,174,4,2,28.38
2016,4.3,174,4,3,64.75
2017,4.3,172,5,1,19.9
2019,4.3,172,3,3,33.95
2012,4.3,171,,,42.25
2010,4.3,171,,,27.8
2015,4.3,171,,,26.9
2014,4.3,171,,,245.53
2016,4.3,170,,,28.3
2016,4.3,168,,,37.29
2019,4.3,167,,,23.5
2016,4.3,166,,,18.9
,4.3,166,,,8.95
2011,4.3,163,,,32.45
2013,4.3,163,,,41.28
2010,4.3,161,,,33.77
2019,4.3,160,,,23
2009,4.3,159,,,67
2015,4.3,155,,,31.45
2018,4.3,155,,,33.67
2006,4.3,155,,,87.39
1989,4.3,154,,,150
2016,4.3,153,,,45.48
2007,4.3,153,,,125
2014,4.3,151,,,39.5
2004,4.3,150,,,90
2013,4.3,149,,,44.41
2019,4.3,150,,,21.5
2018,4.3,149,,,20.59
,4.3,148,,,13.95
2016,4.2,151,5,3,28.9
2015,4.3,146,3,3,56.89
2018,4.3,145,5,3,30.91666667
2018,4.3,145,4,3,39.9
2002,4.3,144,5,3,65
1995,4.3,142,5,3,146.05
2015,4.3,141,4,3,44.05
2014,4.3,140,5,3,62.56
2014,4.3,140,4,2,9.8840336
2011,4.3,140,4,3,46.16
2007,4.3,140,4,3,48.537665
2011,4.3,139,4,3,97.5
2014,4.3,138,5,3,42
2010,4.3,138,4,3,75
2000,4.3,137,4,3,85
2016,4.3,137,5,3,52.8
2019,4.3,136,4,3,20.4
2017,4.3,136,5,3,26.29029505
2018,4.3,136,4,3,19.9
2015,4.3,135,,,92.45
2018,4.3,135,5,3,17.95
2003,4.3,135,4,3,130.5
,4.3,135,4,3,39
2019,4.3,134,4,3,34.9
2012,4.3,133,3,3,28.5
2017,4.3,133,4,3,25.89
2018,4.3,133,4,3,27.5
2017,4.3,132,3,3,35.9
2013,4.3,131,3,3,63.53
2014,4.3,131,4,3,112.76
2018,4.3,130,5,3,18.95
,4.3,129,,,10.45
2015,4.3,128,5,3,40.95
2016,4.3,128,5,3,39.75
2015,4.3,128,5,3,23.44
2015,4.3,127,4,3,133.34
2005,4.3,126,5,3,35
2018,4.3,125,4,3,57.5
2016,4.3,124,4,3,23.95
2011,4.3,123,3,3,77.9
2015,4.3,122,3,3,97.35
2015,4.3,122,4,3,84.95
2015,4.3,122,4,3,53.9
2015,4.3,122,4,3,12.19
,4.3,122,4,3,43.95
,4.3,119,4,3,85.4
2015,4.3,119,4,3,23.43
2010,4.3,118,4,3,43.24
2018,4.3,120,5,3,35
2010,4.3,117,4,3,54.52
2013,4.3,117,3,3,24
,4.3,116,4,3,176.5
2019,4.3,114,,,18.5
2017,4.3,114,5,3,23.5
2002,4.3,112,4,3,28
2011,4.3,112,4,3,73.9
2000,4.3,111,4,3,100
2017,4.3,111,4,3,62.9
1999,4.3,111,4,3,265
2015,4.3,111,4,3,49
2017,4.3,111,3,3,30.75
,4.3,110,4,3,50
2008,4.3,109,4,3,32.18
,4.3,108,,,34.9
2014,4.3,108,5,3,33.5
2015,4.3,108,5,3,92.24
2004,4.3,108,4,3,52.95
2016,4.3,108,4,3,33.15
2018,4.3,108,4,3,24.51
2009,4.3,107,5,3,135.95
2011,4.3,106,4,3,46.9
1988,4.3,104,5,1,19.8
2011,4.3,102,4,3,39.51
1997,4.3,102,4,3,119.95
1964,4.3,101,4,3,249
2016,4.3,100,3,3,95.25
2016,4.3,100,4,3,24.95
2015,4.3,100,3,3,36.91
2014,4.3,99,4,3,158.88
2003,4.3,99,4,3,90.6
2018,4.3,99,4,3,24.9
2019,4.3,97,3,3,18.35
2016,4.3,95,4,3,65.25
2010,4.3,95,4,3,23.95
2004,4.3,94,4,3,148.65
2000,4.3,94,,,21.95
2017,4.3,93,4,3,37.49
2017,4.3,92,,,16.5
2018,4.3,94,4,3,33.95
2019,4.3,91,,,10.76
2005,4.3,91,4,3,118
2013,4.3,90,4,3,34.9
1982,4.3,90,4,3,150
,4.3,89,4,3,64.8
2018,4.3,89,5,3,35.15
2017,4.3,89,5,3,145
2018,4.3,88,5,3,26.9
2017,4.3,88,3,3,42.9
1989,4.3,88,4,3,215.34
2017,4.3,87,,,29.9
2017,4.3,88,,,20.45
2019,4.3,86,,,15.71
2006,4.3,86,,,39.99
2018,4.3,85,,,34.95
2015,4.3,83,,,88
2015,4.3,83,,,25.5
2016,4.3,83,,,79.9
2019,4.3,83,,,45.9
2011,4.3,82,,,24
2021,4.3,83,,,8.9
2010,4.3,82,,,65
2013,4.3,82,,,47
2017,4.3,82,,,20.5
2008,4.3,81,,,62.9
2014,4.3,81,,,31.13
1995,4.3,81,,,73
2014,4.3,80,,,58
2016,4.3,80,,,34.5
2019,4.3,80,,,41.9
2014,4.3,80,,,33.9
2015,4.3,80,,,28.5
2017,4.3,80,,,24.1
2019,4.3,80,,,27.9
2016,4.3,80,,,84.5
2018,4.3,79,,,36.78
2015,4.3,79,4,3,54.5
2013,4.3,79,4,3,21.4
,4.3,78,4,3,217.8
2007,4.3,77,2,3,23.22
2015,4.3,77,5,3,51.2
2017,4.3,77,5,3,38
2018,4.3,77,4,3,67.9
2018,4.3,77,4,3,32.9
1994,4.3,76,4,3,45
1964,4.3,76,4,3,260
2010,4.3,76,4,3,69
1985,4.3,75,4,3,98
2013,4.3,74,4,3,348.85
2020,4.3,74,,,23.95
2017,4.3,74,5,3,27.9
2020,4.3,74,3,3,15
2004,4.3,74,4,3,155
2017,4.3,73,,,57.9
2016,4.3,73,4,3,36.93
2015,4.3,73,5,3,52
2017,4.3,72,3,3,31.5
2006,4.3,72,4,3,654.31
1985,4.3,72,4,3,75
,4.3,72,4,3,113.72
2000,4.3,72,4,3,27.45
2018,4.3,71,5,3,69.9
2018,4.3,71,3,3,40.5
2009,4.3,70,4,3,39.95
2008,4.3,70,4,3,55.45
2002,4.3,70,4,3,177.45
2019,4.3,69,4,3,11.91
2007,4.3,68,4,3,54.95
2018,4.3,68,4,3,25.88
2016,4.3,68,5,3,34.85
,4.3,67,4,3,37
2006,4.3,67,4,3,75
,4.3,67,4,3,47.45
2017,4.3,67,4,3,22.8
1981,4.3,66,4,3,199
,4.3,66,4,3,59.9
2016,4.3,65,4,3,120.13
2015,4.3,64,4,3,47
2014,4.3,64,4,3,84.9
2016,4.3,64,4,3,78.95
2019,4.3,64,5,3,9.99
2018,4.3,64,4,3,31.5
2016,4.3,63,4,3,29.95
2019,4.3,62,,,36.95
2017,4.3,62,4,3,32
2014,4.3,62,4,3,25.95
2018,4.3,62,3,3,21.5
2014,4.3,62,4,3,23.3863295
2016,4.3,62,4,3,43.8
2017,4.3,62,,,123.75
2018,4.3,61,4,3,75.5
2019,4.3,61,5,1,29.9
2016,4.3,60,4,3,24
2001,4.3,60,4,3,150
2016,4.3,60,3,3,29.4
1997,4.3,60,4,3,170
2016,4.3,60,4,2,93.26
2019,4.3,59,5,3,75.95
2014,4.3,59,5,3,23.77
,4.3,57,,,27.11
2018,4.3,57,4,3,42.5
2002,4.3,57,4,3,75
2010,4.3,57,5,3,68.99
2018,4.3,57,4,3,21.95
2017,4.3,57,4,3,13.237545
2019,4.3,57,,,13.65
2012,4.3,57,4,3,23.5
2018,4.3,57,,,17.9
2018,4.3,56,4,3,49.95
2011,4.3,56,4,3,348.85
2018,4.3,56,,,11.95
2017,4.3,56,5,3,28.6
2018,4.3,56,4,3,21.3
2019,4.3,56,3,3,44.95
2008,4.3,55,4,3,36.3
2017,4.3,55,4,3,32
2007,4.3,54,4,3,39.712635
2018,4.3,54,4,3,17.9
2019,4.3,53,4,3,39.9
2001,4.3,53,4,3,140
2012,4.3,53,4,3,249.95
2015,4.3,53,5,3,28.83
2013,4.3,53,5,3,196.29
2018,4.3,53,4,3,28.4
2020,4.3,53,3,3,14.5
1970,4.3,53,4,3,260
1999,4.3,52,5,1,36.9
2019,4.3,52,,,25.8
2014,4.3,52,3,3,38
2017,4.3,52,4,3,137.75
2009,4.3,51,4,3,79.9
2017,4.3,51,,,41.5
2018,4.3,51,4,3,24.5
2012,4.3,51,4,3,68.55
2016,4.3,51,4,3,81.35
2001,4.3,50,5,3,121.5
2014,4.3,50,5,3,79.98
1998,4.3,50,4,3,60
2019,4.3,50,5,3,13.99
2002,4.3,49,4,3,195.52
2014,4.3,49,5,3,68
2014,4.3,49,4,3,16.9
2019,4.3,49,3,3,27.5
,4.3,49,5,1,29.25
2016,4.3,49,3,3,75
2016,4.3,49,4,3,23.9
2019,4.3,48,4,3,34.9
1925,4.3,48,4,3,532
2010,4.3,48,5,3,95
2015,4.3,48,4,3,44.1
2019,4.3,48,,,17.7
2019,4.3,47,4,3,18.9
2017,4.3,47,4,3,35.35
1981,4.3,47,4,3,270
2012,4.3,46,4,3,34.95
2012,4.3,46,4,3,348.85
2012,4.3,46,4,3,14.9
2015,4.3,46,5,3,39.7
2010,4.3,46,2,3,75.5
2014,4.3,45,4,3,189.9
2016,4.3,45,4,3,21.01
2015,4.3,45,3,3,23.9
2019,4.3,45,4,2,12.8
2013,4.3,45,4,3,39.95
2020,4.3,45,4,3,22.35
2018,4.3,45,3,3,27.25
2016,4.3,45,2,3,16.99
